4.055167396557744081e-02 6.052690790956678768e+01 5.563010068043911360e+01 6.576741244060656522e-01 1.000000000000000082e-05 -2.674900510040819427e+03
6.124824531481074530e-01 8.332803655898726447e+01 8.055461108858924035e+01 1.170093136896082631e-01 3.950621549124180669e-03 -2.674147311493790312e+03
1.772013548450142473e+00 9.148077894488876893e+01 8.914405098322097842e+01 -1.036502241429879956e-01 4.720733374126852289e-03 -2.673817235477211852e+03
2.241296265860788672e+00 9.183704019252589035e+01 8.958781811420195140e+01 -1.616143838949446465e-01 5.089893037414952928e-03 -2.673779795746505442e+03
1.893537642129634690e+01 1.187792134473458390e+02 1.152937802063676287e+02 -5.499892225161540082e-01 4.825744447458973387e-03 -2.672685990775153186e+03
9.696998428531999537e+01 1.213406043562781775e+02 1.192924940234942000e+02 -9.535567423069735149e-01 6.563043736436294066e-03 -2.672682536388089829e+03
7.212627501104246619e+01 1.162167020777703783e+02 1.123938610137688272e+02 -9.197447264050523374e-01 7.009889681183294717e-03 -2.672626902054984384e+03
1.336978417802447723e+02 1.248626892220011655e+02 1.227633927212977198e+02 -1.014619772074154991e+00 6.564792626890442184e-03 -2.672593906581265401e+03
3.221894825929555850e+01 9.446633662514206264e+01 9.567074271226933035e+01 -8.872097162259454661e-01 9.412355776074177865e-03 -2.672535377626018089e+03
1.280279406651828538e+02 1.168602569460076666e+02 1.154359323650253799e+02 -1.066221111533023791e+00 7.658895897387481798e-03 -2.672534973289682057e+03
1.263543922583255323e+02 1.163537760585715688e+02 1.151716974401965672e+02 -1.066369173250188984e+00 7.717711931260487490e-03 -2.672529437429843711e+03
2.072539216014410499e+02 1.270662339139710468e+02 1.250957610954822599e+02 -1.115851069631772052e+00 6.789306639900830401e-03 -2.672484897209395058e+03
6.632665062304550929e+01 1.284931244307214513e+02 1.260309498631240075e+02 -8.096412541964810305e-01 5.289813945923011775e-03 -2.672444878850216355e+03
6.414240729732146917e+01 9.733005397015196536e+01 9.721751050577532283e+01 -1.066003421080405689e+00 9.856152037450657127e-03 -2.672366006627178194e+03
1.731915901934934823e+02 1.272442850313184124e+02 1.281258741458945565e+02 -1.058025446688763971e+00 6.466036345614255623e-03 -2.672250408878188409e+03
6.448508549325693195e+01 1.053206825622634142e+02 1.083131921185383817e+02 -9.706737284670959864e-01 8.615279862862843668e-03 -2.672192851618697205e+03
3.434559281529450914e+01 8.512026481580896586e+01 8.576485943318853344e+01 -1.022041512155900778e+00 1.079889757838949083e-02 -2.672181632548973994e+03
1.883947791201096891e+02 1.054113684615600164e+02 1.053729834465178641e+02 -1.296066821712919426e+00 9.929476335988764168e-03 -2.672158006470259807e+03
