6.174471415301123756e-01 8.318973569882881236e+01 8.120268853810070198e+01 1.322402985640802608e-01 3.880353987582999334e-03
6.151057719606205509e-01 8.346877699102894610e+01 8.221320382290723217e+01 1.264315172238451024e-01 3.722803045429555306e-03
6.175253946762808699e-01 8.155549674637114776e+01 8.048828599039420340e+01 1.208086419314353815e-01 3.418953709329228350e-03
6.206678680022336136e-01 8.085215294466374303e+01 7.834866533431795688e+01 1.145138923221928756e-01 3.598269849403010895e-03
6.152240407569817826e-01 8.096307553437361548e+01 7.719767175689565875e+01 1.182708725056495908e-01 3.418078242427369587e-03
6.123071032590490237e-01 7.994152333969802271e+01 7.703591637049814267e+01 1.129343844672247299e-01 3.416419883731331569e-03
6.123071032590490237e-01 7.994152333969802271e+01 7.703591637049814267e+01 1.129343844672247299e-01 3.416419883731331569e-03
6.142757156177403033e-01 8.016016165575187813e+01 7.791767740944675324e+01 1.028435310385736601e-01 2.941431619670265181e-03
6.142757156177403033e-01 8.016016165575187813e+01 7.791767740944675324e+01 1.028435310385736601e-01 2.941431619670265181e-03
6.104248928135771468e-01 8.074228445046492197e+01 7.880542586904010705e+01 1.117868543396612763e-01 3.167930958843686098e-03
6.020327175813507958e-01 8.043307207461370467e+01 7.913668930044367755e+01 1.215423056108848737e-01 3.024178687490099333e-03
6.001761278147126344e-01 8.161278841931439842e+01 7.823848136098800410e+01 1.298902598031891620e-01 3.113147102788790636e-03
6.001761278147126344e-01 8.161278841931439842e+01 7.823848136098800410e+01 1.298902598031891620e-01 3.113147102788790636e-03
6.158225643728526544e-01 8.121415002929919069e+01 7.817761727351326329e+01 1.157027552172751328e-01 3.425894587990616774e-03
6.158225643728526544e-01 8.121415002929919069e+01 7.817761727351326329e+01 1.157027552172751328e-01 3.425894587990616774e-03
6.108049939370072678e-01 8.171559836082398931e+01 7.933580392644529411e+01 1.182739239178379198e-01 3.520248456749568416e-03
6.117757694304877258e-01 8.268424335135688352e+01 7.863375083256794085e+01 1.149973024518602394e-01 3.402616010809921335e-03
5.971406199491665623e-01 8.002906730379341127e+01 7.897926877645670629e+01 1.110421379360573002e-01 3.315874953868938602e-03
5.971406199491665623e-01 8.002906730379341127e+01 7.897926877645670629e+01 1.110421379360573002e-01 3.315874953868938602e-03
5.963961607915049257e-01 8.001051649928177767e+01 7.730576415446648753e+01 1.003168195917007177e-01 3.018099100047981400e-03
5.963961607915049257e-01 8.001051649928177767e+01 7.730576415446648753e+01 1.003168195917007177e-01 3.018099100047981400e-03
5.963961607915049257e-01 8.001051649928177767e+01 7.730576415446648753e+01 1.003168195917007177e-01 3.018099100047981400e-03
6.104241039008658776e-01 7.860866543648950255e+01 7.789262124826676370e+01 1.222213758498005010e-01 2.720938202508774943e-03
6.047611266048381617e-01 8.031527039016796721e+01 7.876621066390214310e+01 1.223128193072018782e-01 2.611276413459012301e-03
6.047611266048381617e-01 8.031527039016796721e+01 7.876621066390214310e+01 1.223128193072018782e-01 2.611276413459012301e-03
6.015405114427814226e-01 7.995852536439977598e+01 7.932233246243610836e+01 1.327514254163884577e-01 2.769210861859420884e-03
5.854656790971691782e-01 8.014315922293208416e+01 7.958221525668453467e+01 1.405696541341615591e-01 2.398125648595996438e-03
5.722611129663264240e-01 8.076080006844323123e+01 8.079928605366464467e+01 1.428325368291503139e-01 2.652346078368988253e-03
5.722611129663264240e-01 8.076080006844323123e+01 8.079928605366464467e+01 1.428325368291503139e-01 2.652346078368988253e-03
5.722611129663264240e-01 8.076080006844323123e+01 8.079928605366464467e+01 1.428325368291503139e-01 2.652346078368988253e-03
5.804817145662712896e-01 8.265759305109718014e+01 8.055389793766177320e+01 1.352951751855754059e-01 2.385491749481331164e-03
5.723236117166169423e-01 8.353626659928806930e+01 8.031430342946796941e+01 1.473889948924417548e-01 2.546879750588929708e-03
5.723236117166169423e-01 8.353626659928806930e+01 8.031430342946796941e+01 1.473889948924417548e-01 2.546879750588929708e-03
5.771483358690487897e-01 8.341213421040640696e+01 8.105464424741570895e+01 1.428643725689950628e-01 2.779994689060012215e-03
5.771483358690487897e-01 8.341213421040640696e+01 8.105464424741570895e+01 1.428643725689950628e-01 2.779994689060012215e-03
5.771483358690487897e-01 8.341213421040640696e+01 8.105464424741570895e+01 1.428643725689950628e-01 2.779994689060012215e-03
5.771483358690487897e-01 8.341213421040640696e+01 8.105464424741570895e+01 1.428643725689950628e-01 2.779994689060012215e-03
5.771483358690487897e-01 8.341213421040640696e+01 8.105464424741570895e+01 1.428643725689950628e-01 2.779994689060012215e-03
5.866883535039808528e-01 8.406352546171220297e+01 8.073937500277536117e+01 1.504540647739277259e-01 2.548147124698740655e-03
5.843201674365807730e-01 8.402388931967257690e+01 8.020471226092529093e+01 1.325690997241227576e-01 2.655338487279730597e-03
5.843201674365807730e-01 8.402388931967257690e+01 8.020471226092529093e+01 1.325690997241227576e-01 2.655338487279730597e-03
5.911161449259275669e-01 8.641292527706504245e+01 8.204812601924582793e+01 1.462034546336397900e-01 2.903968280561193029e-03
5.708647190593515441e-01 8.659937959183446310e+01 8.138633955447744484e+01 1.547277879816020274e-01 2.666212059031382916e-03
5.697173546446825387e-01 8.582756051407770315e+01 8.304764128508560361e+01 1.513853170700983353e-01 2.570857987078207976e-03
5.697173546446825387e-01 8.582756051407770315e+01 8.304764128508560361e+01 1.513853170700983353e-01 2.570857987078207976e-03
5.800420072501940583e-01 8.509681911084804540e+01 8.176772155182247559e+01 1.490113974580316580e-01 3.132459691219899225e-03
5.476293338495032970e-01 8.407243146951375934e+01 8.151515340042931257e+01 1.365335656383831753e-01 3.622183082399389568e-03
5.333279200698969325e-01 8.394401932297405722e+01 8.104948862917476049e+01 1.371186546614516222e-01 4.326582160934486047e-03
5.333279200698969325e-01 8.394401932297405722e+01 8.104948862917476049e+01 1.371186546614516222e-01 4.326582160934486047e-03
5.294747841012793499e-01 8.204664234048540550e+01 8.233002939085221783e+01 1.309673178837383045e-01 4.959977453419361915e-03
5.294747841012793499e-01 8.204664234048540550e+01 8.233002939085221783e+01 1.309673178837383045e-01 4.959977453419361915e-03
5.245447747546909678e-01 8.142440517557912472e+01 8.197454074993585493e+01 1.404874288222052459e-01 5.395742527658072864e-03
5.326733959430806076e-01 8.205403401750274384e+01 8.114554573901378376e+01 1.348856184202355535e-01 5.619930609195051587e-03
5.326733959430806076e-01 8.205403401750274384e+01 8.114554573901378376e+01 1.348856184202355535e-01 5.619930609195051587e-03
5.304965839108084502e-01 8.315281086948994016e+01 8.197096208800181216e+01 1.430207147802419476e-01 6.011574251341350074e-03
5.307066223271360572e-01 8.291358607162018757e+01 8.282493679906966122e+01 1.403103101573565104e-01 5.827645846468837085e-03
5.307066223271360572e-01 8.291358607162018757e+01 8.282493679906966122e+01 1.403103101573565104e-01 5.827645846468837085e-03
5.185647361992586912e-01 8.368426440114329523e+01 8.349199290253945094e+01 1.333188443764373454e-01 5.825000732595095147e-03
5.283159335334361995e-01 8.353720701964115847e+01 8.266649570574693939e+01 1.301049859599074099e-01 5.948880168877782558e-03
5.226786880053964079e-01 8.310390361273859128e+01 8.287031843327440583e+01 1.356960779860526822e-01 6.210642646306926105e-03
5.081978445904231645e-01 8.169643983836203915e+01 8.215187421202196560e+01 1.335616064689341964e-01 6.303914915986327458e-03
5.229514067599186911e-01 8.139411559628572945e+01 8.214731138303166347e+01 1.267381804577326632e-01 6.289456270325583659e-03
5.261785923632995576e-01 8.056688465273340682e+01 8.266665789727284164e+01 1.420655695877584279e-01 6.256828225788526633e-03
5.261785923632995576e-01 8.056688465273340682e+01 8.266665789727284164e+01 1.420655695877584279e-01 6.256828225788526633e-03
5.261785923632995576e-01 8.056688465273340682e+01 8.266665789727284164e+01 1.420655695877584279e-01 6.256828225788526633e-03
5.261785923632995576e-01 8.056688465273340682e+01 8.266665789727284164e+01 1.420655695877584279e-01 6.256828225788526633e-03
5.177813739414918182e-01 7.996749200728937979e+01 8.054276217296303741e+01 1.368080193709508285e-01 6.029088427322417190e-03
5.177813739414918182e-01 7.996749200728937979e+01 8.054276217296303741e+01 1.368080193709508285e-01 6.029088427322417190e-03
5.045790418712854386e-01 8.179895077314372998e+01 8.172220229368431887e+01 1.321162628499037706e-01 5.515148068595153961e-03
5.045790418712854386e-01 8.179895077314372998e+01 8.172220229368431887e+01 1.321162628499037706e-01 5.515148068595153961e-03
5.046314788684672648e-01 8.184593136690847359e+01 8.127213682220506996e+01 1.383447621733787658e-01 5.194861939780375318e-03
5.032076840182543309e-01 8.047734125136661021e+01 8.180762863218026837e+01 1.489492303144834551e-01 5.657273238855830069e-03
5.032076840182543309e-01 8.047734125136661021e+01 8.180762863218026837e+01 1.489492303144834551e-01 5.657273238855830069e-03
5.038828688323554461e-01 8.150392109791869188e+01 8.197371676468841883e+01 1.387453978418619061e-01 5.576544907477144764e-03
5.103366283282069205e-01 8.287255265545104521e+01 8.100879330410830903e+01 1.456059124418462858e-01 5.894072253532021098e-03
4.927492334639757554e-01 8.375861621569720228e+01 8.087171548306645263e+01 1.476072566335805136e-01 5.242812505092898402e-03
5.090353889196886916e-01 8.237851475748230712e+01 7.916833304371129998e+01 1.470517796446143277e-01 5.358032139774690505e-03
5.087084414387477160e-01 8.350119244228032755e+01 7.772713728321529914e+01 1.458226665790997856e-01 5.335441043348153854e-03
5.123744238997162137e-01 8.256131265595297464e+01 7.721327036587859993e+01 1.352305313602102654e-01 5.316637314166202527e-03
5.219258471047285575e-01 8.211462918526230226e+01 7.673759901791000004e+01 1.270755406273253729e-01 5.148929666196045384e-03
5.208555435051829274e-01 8.107938686284292373e+01 7.618394971256282133e+01 1.150967617014368866e-01 5.738347206070961923e-03
5.212081790249002422e-01 8.159397585353346471e+01 7.738858478513864725e+01 1.236103043474419821e-01 5.552238089310296276e-03
5.212081790249002422e-01 8.159397585353346471e+01 7.738858478513864725e+01 1.236103043474419821e-01 5.552238089310296276e-03
5.348769216993455311e-01 8.244537794591229840e+01 7.640064893934210488e+01 1.238965099431202505e-01 5.842825036201622704e-03
5.335977457845378913e-01 8.148983750531186843e+01 7.479420261908452972e+01 1.259311463017924737e-01 5.615919812616331462e-03
5.193752086885611297e-01 8.042857487236527447e+01 7.413982927297151093e+01 1.181988965972642497e-01 5.510683039064471003e-03
5.193752086885611297e-01 8.042857487236527447e+01 7.413982927297151093e+01 1.181988965972642497e-01 5.510683039064471003e-03
5.107623666752785230e-01 7.998807031349174679e+01 7.572186745593529622e+01 1.143182046992901046e-01 5.310162448573490200e-03
5.200241421505948924e-01 8.189748695396187372e+01 7.432329988211616012e+01 1.199478970661958105e-01 5.114969677836942417e-03
5.200241421505948924e-01 8.189748695396187372e+01 7.432329988211616012e+01 1.199478970661958105e-01 5.114969677836942417e-03
5.176346616819308410e-01 8.098992329192027739e+01 7.374652855154782571e+01 1.275018093244533746e-01 5.265244834124256298e-03
5.078591092339452828e-01 8.303324378160257879e+01 7.536614070698513501e+01 1.368319307283368813e-01 5.036724359405910650e-03
5.002265176685201098e-01 8.122836168093806464e+01 7.373859826910197057e+01 1.373127801949506899e-01 5.114641109922355572e-03
4.911833514174760440e-01 8.008921995234818780e+01 7.400634093480523745e+01 1.651505544298411954e-01 4.631339426935789615e-03
4.825792177646365255e-01 7.970466440811836151e+01 7.501263374401968065e+01 1.593816357346097001e-01 4.882047060555332052e-03
4.712821492180603311e-01 7.898132532566712882e+01 7.744648182242210055e+01 1.416792038511907881e-01 4.572258339845043651e-03
4.749936079517734222e-01 7.837734013895131113e+01 7.753307160989500346e+01 1.401224314972699947e-01 4.922592958342985638e-03
4.749936079517734222e-01 7.837734013895131113e+01 7.753307160989500346e+01 1.401224314972699947e-01 4.922592958342985638e-03
4.778913565207375536e-01 8.045274093759674372e+01 7.840419631332669326e+01 1.368621961755915883e-01 5.282957134992168936e-03
4.738106027905220619e-01 7.977632791711270954e+01 7.617386640570080658e+01 1.473781265823082554e-01 5.029893646318527901e-03
4.770798765281636933e-01 7.955722738830384344e+01 7.700327198688430030e+01 1.252667734922293941e-01 5.100578013751098060e-03
4.770798765281636933e-01 7.955722738830384344e+01 7.700327198688430030e+01 1.252667734922293941e-01 5.100578013751098060e-03
4.834076951892265495e-01 8.182792024610823489e+01 7.718513824194279493e+01 1.277489793552327446e-01 4.962769743889024719e-03
4.834076951892265495e-01 8.182792024610823489e+01 7.718513824194279493e+01 1.277489793552327446e-01 4.962769743889024719e-03
4.807089458362928114e-01 8.084915653032592786e+01 7.674084498186668668e+01 1.315219842856812649e-01 5.189866328882629908e-03
4.807089458362928114e-01 8.084915653032592786e+01 7.674084498186668668e+01 1.315219842856812649e-01 5.189866328882629908e-03
4.807089458362928114e-01 8.084915653032592786e+01 7.674084498186668668e+01 1.315219842856812649e-01 5.189866328882629908e-03
4.694540553633090307e-01 8.064631031065577815e+01 7.678776041681695119e+01 1.493436204710420490e-01 5.366948714601166293e-03
4.694540553633090307e-01 8.064631031065577815e+01 7.678776041681695119e+01 1.493436204710420490e-01 5.366948714601166293e-03
4.694540553633090307e-01 8.064631031065577815e+01 7.678776041681695119e+01 1.493436204710420490e-01 5.366948714601166293e-03
4.678739763775191518e-01 8.021942924070836511e+01 7.577565604155678614e+01 1.327950537523843455e-01 5.613899889789740472e-03
4.678739763775191518e-01 8.021942924070836511e+01 7.577565604155678614e+01 1.327950537523843455e-01 5.613899889789740472e-03
4.654165457366596925e-01 7.994670567096069647e+01 7.307876939861520782e+01 1.322521050872062232e-01 5.544619530727137348e-03
4.723786093847938683e-01 7.892951350041531100e+01 7.359543870726332671e+01 1.242609993789535738e-01 5.495258833312228509e-03
4.981122074172924519e-01 7.898873193442979357e+01 7.360936799917627127e+01 1.240197485078535361e-01 5.554684261542585169e-03
4.981122074172924519e-01 7.898873193442979357e+01 7.360936799917627127e+01 1.240197485078535361e-01 5.554684261542585169e-03
