2.420566440218939075e+00 7.669882067446628753e+02 6.135076151402796540e+02 -2.230930699103685910e-01 1.000000000000000082e-05 -8.393103023700728954e+03
1.000000000000000021e-03 3.514022894566269315e+02 3.465879550035408556e+02 8.447051822852010838e-01 1.000000000000000082e-05 -8.335604518821884994e+03
1.244963398228280836e-03 2.871150951165874403e+02 1.842996926776093574e+02 7.146548737036940713e-01 6.485695842574467750e-04 -8.325548728591224062e+03
1.000000000000000021e-03 2.855428507279672203e+02 1.836389988867887837e+02 8.204121703955867817e-01 1.000000000000000082e-05 -8.322474836363773647e+03
1.620932348728694024e+02 2.899785883222750726e+02 1.926806005749295139e+02 -1.684916418020778517e+00 1.109971330778891435e-03 -8.291378235215343011e+03
2.418700061790229672e+00 1.864448051179927290e+02 9.235354354523434495e+01 -1.028244262329554903e+00 1.113529743647041119e-03 -8.287975094119941787e+03
1.290834722438699878e+01 1.407892550033172085e+02 1.606905589779135255e+02 -1.324102878599352939e+00 1.116278858821956755e-03 -8.287215187485049682e+03
6.910773945723040868e+01 1.861382059726238651e+02 1.245073366406535342e+02 -1.730946224183463888e+00 1.140393430621082808e-03 -8.281801595717090095e+03
5.321527464920542627e+01 1.518077520799923263e+02 1.286076433606294245e+02 -1.697753907306545740e+00 1.140879011975881466e-03 -8.281182965542713646e+03
1.712599418210857039e+02 1.667381281784549003e+02 1.506443064164828343e+02 -1.904735559039223203e+00 1.142935338536956152e-03 -8.281009348295270684e+03
3.345335226274571738e+01 1.233171761721331592e+02 1.284394974329264869e+02 -1.637932148965340451e+00 1.142898309339437360e-03 -8.279665428064723528e+03
5.099090848095281459e+00 7.830821546519320009e+01 1.904209327023453682e+02 -1.263747361296394756e+00 1.134883772663643512e-03 -8.278521382679722592e+03
1.447923986091644224e+02 1.635717726571723745e+02 1.180986169153301546e+02 -1.956603719933397434e+00 1.153072456377918524e-03 -8.277203476091026459e+03
8.250877494723034999e+01 1.137899182613389542e+02 1.635517451647187386e+02 -1.831859864493358803e+00 1.149072971796545909e-03 -8.276632785348418111e+03
8.563678396074486443e+01 1.423297782667529816e+02 8.879024328066586236e+01 -1.969736494596234122e+00 1.161971065655271074e-03 -8.273071503812276205e+03
4.097301114371722974e+01 8.132025152165309123e+01 1.993693291147681350e+02 -1.776665005950557541e+00 1.156183935292384854e-03 -8.272220771621114181e+03
6.420622474391876722e+01 1.061311581000115751e+02 8.833427876751292729e+01 -1.954491418254506563e+00 1.164145829341556694e-03 -8.271483231953450741e+03
5.884458301946040137e+00 3.960761473370106245e+01 5.083027892973759521e+01 -1.727744176129298426e+00 1.166955977536942787e-03 -8.270034576750140332e+03
1.880112143527265403e+02 1.044809005089183529e+02 1.084675626536701714e+02 -2.174740734817001808e+00 1.167691334360928482e-03 -8.270028119619661084e+03
1.572921750646372985e+01 8.915308253570449892e+01 3.820042504622495727e+01 -1.956064300403053569e+00 1.167795804892009064e-03 -8.269939317195603508e+03
1.817940689651640582e+02 1.560988018848319712e+02 7.777876881937436337e+01 -2.219345881126491449e+00 1.168588224488550497e-03 -8.269828491303896953e+03
7.768607250015835852e+00 8.179019594336448051e+01 3.412832929224586564e+01 -1.842092499104097003e+00 1.198948371182969154e-03 -8.269439962093467329e+03
1.561561974714701932e+02 5.789127739818800222e+01 6.301729166742693877e+01 -2.522793472255342895e+00 1.172043659565025426e-03 -8.267972025526745711e+03
4.310418330265365228e+01 9.846867728245204887e+01 3.507644271011375281e+01 -2.543033382701465062e+00 1.168884168584845111e-03 -8.267075910819814453e+03
1.934025963342307648e+02 3.565704803103344034e+01 1.347253835882891337e+02 -3.217676394890129909e+00 1.185455776294393323e-03 -8.264305914277985721e+03
1.336978719333687025e+02 5.582955316467158724e+01 3.297915820018969413e+01 -3.263763622362442884e+00 1.193648232466039969e-03 -8.263147765132733184e+03
1.751698383140211206e+02 1.114341305630238423e+02 3.442047584056740561e+01 -3.260781559369958948e+00 1.209092410509953440e-03 -8.262556756651969408e+03
1.369538767004006097e+01 2.552659022346673368e+01 1.139055660904688239e+02 -2.695946583895859838e+00 1.212227988891030660e-03 -8.259766152825111931e+03
1.030823371589917627e+02 1.918823871137423396e+02 2.749758436817020524e+01 -3.633311085086067926e+00 1.190842246949175417e-03 -8.255658612533385167e+03
5.193488132189315820e+01 2.407964283892362189e+01 1.242942659566577106e+02 -3.670971915423186349e+00 1.179045877580155990e-03 -8.251879617829010385e+03
8.147497531367577039e+01 1.310924564816484121e+02 2.211557553615148564e+01 -4.338295811391160939e+00 1.170619832851547189e-03 -8.245142875657151308e+03
1.831535972097397575e+02 1.221931380514683099e+02 2.274277987684819280e+01 -4.819630100057040956e+00 1.237417989416071847e-03 -8.242952923608003402e+03
8.844685923008022144e+01 1.549166594371534700e+02 3.315837455992758720e+01 -4.931148199686280265e+00 1.222803299119303933e-03 -8.209199591129327018e+03
5.634160599082698440e+01 1.847374547397513709e+02 1.747805195279845520e+02 -4.763827894793869255e+00 1.294312990230782508e-03 -8.141001476321128393e+03
9.673374605373905588e-01 7.888882207945680136e+01 2.851008199566031180e+02 -3.320004783960032735e-01 1.000000000000000082e-05 -7.377933321664711002e+03
1.423222675774609058e+02 3.060579155081007912e+02 1.406862369589113655e+02 -9.918418279015621675e-01 1.000000000000000082e-05 -6.387042471584201849e+03
7.671857004811881708e+00 1.088651239368336263e+02 1.294258098501300367e+02 1.012879060929356534e+00 2.927793928748223182e-02 1.150535331555950688e+04
1.498189303449978524e+02 8.220959388906906895e+01 8.901046886407496572e+01 8.248744792200396470e-01 5.446071869122192516e-02 1.546040656751632559e+04
1.623892727458415948e+02 1.236345480047334462e+02 1.398456925372177011e+02 6.852298085010526396e-01 3.421800376967595175e-02 2.558373661117698794e+04
8.134331924589285734e+01 1.702896302049177280e+02 1.433177243701386203e+02 6.748867647612160070e-01 2.478327453631560054e-02 3.064771440742135019e+04
6.335699801604046399e+01 1.979071993155462508e+02 1.477994970421396488e+02 6.527456732496138558e-01 9.188544883735987046e-02 4.394272268914481538e+04
1.525240104524609990e+02 5.471912526869929394e+01 1.244322089655397079e+01 9.105626276470029090e-01 8.621447836130180509e-02 8.518316103693295736e+04
5.653188675599935209e+01 1.143590837683253767e+02 8.052464647806267806e+01 1.673648656202572971e+00 4.549187948846732110e-02 1.416451817041804607e+05
1.983764598234172922e+02 1.760996759477137061e+02 1.344669660406780487e+01 1.181776313963385894e+00 2.615518690550148323e-02 2.114768479338565085e+05
